name,zip_lat,zip_lon
BD1,53.79737905573517,-1.7540583671205934
BD2,53.815543739972696,-1.7366100113900989
BD3,53.79976217094325,-1.7250939790411466
BD4,53.771784165841886,-1.7056185526530212
BD5,53.7765886455403,-1.7576208565357108
BD6,53.76368201253695,-1.7858441833244745
BD7,53.784484561183426,-1.7870074444721407
BD8,53.80091628486647,-1.7868486823910708
BD9,53.81473484293945,-1.7963149512483385
BD10,53.83627181000318,-1.7210792661211514
BD11,53.753877990321406,-1.6705940273456625
BD12,53.74447255650964,-1.7601353345387205
BD13,53.79344933833117,-1.8783899006438913
BD14,53.78212080054558,-1.8245441067006936
BD15,53.81313371721314,-1.8486351954059748
BD16,53.855989359847214,-1.8309179747382442
BD17,53.852517224567734,-1.764684070799173
BD18,53.83115773512531,-1.78064933424325
BD19,53.729635453452715,-1.7160740633607103
BD20,53.906882872326015,-1.9595250613035038
BD21,53.85399210296783,-1.903195649382872
BD22,53.84225819580635,-2.0013271739481557
BD23,54.06838376283485,-2.0873344595449437
BD24,54.109007368025964,-2.263388444099705
ST1,53.028806053933785,-2.1733843024092385
ST2,53.03060780505748,-2.1305771159731433
ST3,52.9777598767364,-2.118272808694182
ST4,52.9778214970109,-2.1973338077410838
ST5,52.99089779402601,-2.274374658156059
ST6,53.06545679624727,-2.183671379253202
ST7,53.08465206479254,-2.2762082546573623
ST8,53.11794025060887,-2.1616167000608013
ST9,53.05784978441182,-2.079921459645246
ST10,52.992180829256526,-1.9503637298813326
ST11,52.964102834350406,-2.0584117477720993
ST12,52.94406992855575,-2.174425654211364
ST13,53.10645661224957,-1.9872084382200372
ST14,52.901821402970434,-1.8769912761154028
ST15,52.90612989467916,-2.1456641656012985
ST16,52.81633398585115,-2.1243061702605677
ST17,52.77750558017039,-2.0587647405784364
ST18,52.826414903599975,-2.0859736269227365
ST19,52.70671944676765,-2.1535274206184467
ST20,52.79821190611266,-2.2873332652668523
ST21,52.87956488941723,-2.2821721640709467
HX1,53.720738517384234,-1.8729932724033103
HX2,53.74847542986325,-1.9250055987268073
HX3,53.72966464578907,-1.8345237703653146
HX4,53.671100856876855,-1.8963193018027942
HX5,53.68628825274639,-1.83208645018598
HX6,53.67136631760658,-1.9594125567715122
HX7,53.75317292787895,-2.033800373617704
SA1,51.61687169779089,-3.9154234353107396
SA2,51.611014032795346,-4.038321041750543
SA3,51.57949593257704,-4.179393653311196
SA4,51.68028820156408,-4.061157687115871
SA5,51.69163263923506,-3.9733246672503557
SA6,51.70119807118012,-3.9193923062010287
SA7,51.67170334053461,-3.880922589398658
SA8,51.736439719008175,-3.85667219919135
SA9,51.81336366297543,-3.740126910707338
SA10,51.726158400989014,-3.7453764370710734
SA11,51.71520589191255,-3.682615959107681
SA12,51.62182591724101,-3.781917712244996
SA13,51.60959381561,-3.7050634564489515
SA14,51.75476347615746,-4.102068069123894
SA15,51.72274255787817,-4.1822232459329856
SA16,51.682335884643486,-4.2956749436464134
SA17,51.755809398459945,-4.306345597103112
SA18,51.80124986866053,-3.9515140267106204
SA19,51.96556645708162,-3.924183075888362
SA20,52.03877457662963,-3.7662117991883353
SA31,51.855488345470405,-4.306946148273309
SA32,51.908054080122,-4.164203856622312
SA33,51.84901350296399,-4.443533540104178
SA34,51.8623637002374,-4.615325094015249
SA35,51.966300862072195,-4.553452520426965
SA36,51.95819223956891,-4.6081961576983455
SA37,52.012319323586915,-4.595309329296787
SA38,52.040160016847516,-4.481805856852383
SA39,52.0125045484092,-4.234311547376356
SA40,52.08743881232048,-4.186130470075646
SA41,51.99331248925593,-4.71880628446079
SA42,52.02602998635934,-4.852570553067819
SA43,52.095687152499885,-4.64271612754464
SA44,52.09738051577903,-4.370561909638008
SA45,52.21251762257243,-4.366728042907608
SA46,52.241469043649,-4.2560832209152215
SA47,52.19383819205783,-4.2980304056144325
SA48,52.15495748057113,-4.114274092800343
SA61,51.79840522761542,-4.975732166758171
SA62,51.84189868275271,-5.11817874025155
SA63,51.881016945231764,-4.849350116480095
SA64,52.01309933689454,-5.047230584075221
SA65,51.97871385178554,-4.924408680639178
SA66,51.905095924252926,-4.750808900005487
SA67,51.78059847716873,-4.74213755420894
SA68,51.73126548875725,-4.801203992859188
SA69,51.7059020994773,-4.694616934940926
SA70,51.65991535791537,-4.754735206978339
SA71,51.64481427512539,-4.985956831061256
SA72,51.695643556915755,-4.910962853387725
SA73,51.72245624853416,-5.005692172782283
LU1,51.862517260276206,-0.4297398209257933
LU2,51.896900168504764,-0.3758226514163318
LU3,51.92630317301292,-0.44886938080113137
LU4,51.907463742550675,-0.47900626320104883
LU5,51.93513625470506,-0.5189451554612033
LU6,51.8635860648795,-0.5502845377662902
LU7,51.90344361345537,-0.6726145195928486
E1,51.517986577953316,-0.05723921967690826
E1W,51.50681258448255,-0.05933358249212408
E2,51.529711868099575,-0.06144523704530043
E3,51.528207878305906,-0.023396012788060205
E4,51.63237927192271,-0.003767797453082372
E5,51.561092967054456,-0.051813319026953075
E6,51.522983256511125,0.06123396586980521
E7,51.54824652751954,0.028577987126699966
E8,51.54413117918229,-0.06579745261757237
E9,51.54505941210994,-0.03785379323867146
E10,51.566338435766134,-0.020374095029198812
E11,51.57033095876177,0.018235658361046417
E12,51.55370653996168,0.05003079466364461
E13,51.52729343073408,0.02690374242433208
E14,51.50402050539415,-0.015697137699477535
E15,51.54064990129866,-0.0005296528853646277
E16,51.50825773511049,0.03582205786569212
E17,51.58837144334208,-0.022635043933666242
E18,51.59212014031924,0.023837926344123947
E20,51.54479138415796,-0.008449971211835439
KW1,58.50789678597237,-3.1911994767920064
